Magnitude,Depth,destruction,Victim's reaction,Intensity
6.5,576,0,0,1
6.6,624.464,0,1,2
6.5,622.73,0,1,2
6.6,533.76,0,1,2
6.5,577,0,1,2
7.5,15,0,1,1
7.5,390,0,1,1
7,579,1,2,3
7,660,1,2,3
6.8,630.379,1,2,3
6.8,535,1,2,3
6.5,37,1,2,3
6.5,37,1,2,3
6.9,535,1,2,3
6.6,7,1,2,3
6.7,10,1,2,3
6.9,10,1,2,3
6.9,624,1,2,3
6.6,591,1,2,3
6.7,13,1,2,3
6.8,570.41,1,2,3
6.8,540,1,2,3
6.7,461,1,2,3
6.7,550,1,2,3
7.1,630,1,2,3
6.5,529,1,2,3
6.8,559,1,2,3
6.7,553.81,1,2,3
6.9,414.5,1,2,3
6.5,595.98,1,2,3
7.3,627.17,1,2,3
6.6,614,1,2,3
6.9,596.4,1,2,3
6.8,476,1,2,3
6.9,405.69,1,2,3
7.8,24,1,2,3
6.7,602.75,1,2,3
7.8,664,1,2,3
6.6,614,1,2,3
6.5,44.26,1,2,3
6.7,573,1,2,3
6.5,402,1,2,3
6.7,624,1,2,3
6.8,602.2,1,2,3
7.6,578,1,2,3
6.9,28,1,2,3
7.1,525,1,2,3
6.9,25,2,3,4
7,10,2,3,4
6.9,10,2,3,4
6.5,8,2,3,4
6.7,33,2,3,4
6.7,33,2,3,4
6.6,12,2,3,4
7.3,527,2,3,4
7.1,6,2,3,4
6.9,16.7,2,3,4
6.9,33.3,2,3,4
6.9,20.74,2,3,4
6.5,25,2,3,4
6.7,11,2,3,4
6.5,246,2,3,4
6.5,301,2,3,4
6.5,24,2,3,4
7.7,10,2,3,4
6.9,26,2,3,4
6.8,22,2,3,4
6.6,165,2,3,4
6.6,10,2,3,4
6.6,16,2,3,4
6.6,181,2,3,4
7,267,2,3,4
6.6,35,2,3,4
6.6,43.21,2,3,4
6.6,10,2,3,4
6.7,10,2,3,4
6.5,10,2,3,4
6.8,10,2,3,4
6.5,10,2,3,4
6.5,17,2,3,4
6.5,20,2,3,4
6.9,115,2,3,4
7.9,670.81,2,3,4
8.2,600,2,3,4
7.9,14.06,2,3,4
6.7,24,2,3,4
6.6,10,2,3,4
6.8,5,2,3,4
6.5,15,2,3,4
6.9,12,2,3,4
6.6,8.45,2,3,4
6.9,10,2,3,4
6.6,212,2,3,4
6.6,10,2,3,4
7.6,620.56,2,3,4
6.7,12,2,3,4
6.6,10,2,3,4
6.5,20,2,3,4
6.5,460,2,3,4
6.9,11.19,2,3,4
6.8,11,2,3,4
6.8,219.96,2,3,4
6.5,8,2,3,4
6.7,22,2,3,4
6.9,13,2,3,4
6.5,20,2,3,4
6.5,20,2,3,4
6.5,14.83,2,3,4
6.5,187,2,3,4
6.5,371,2,3,4
7.1,35,2,3,4
6.5,41.54,2,3,4
7.3,385.5,2,3,4
6.7,9,2,3,4
6.7,200.7,2,3,4
7.7,583.2,2,3,4
7.2,19,2,3,4
6.5,6.8,2,3,4
7.7,18.6,2,3,4
6.5,220,2,3,4
6.5,176,2,3,4
7.3,595,2,3,4
7.1,292,2,3,4
6.6,204.8,2,3,4
6.8,350.4,2,3,4
7.2,16,2,3,4
6.7,206.3,2,3,4
6.6,27.8,2,3,4
6.7,10,2,3,4
6.6,10,2,3,4
6.5,228.4,2,3,4
6.6,187.1,2,3,4
7.3,10,2,3,4
6.5,30,2,3,4
7.8,626.2,2,3,4
7.6,612.2,2,3,4
8,644.8,2,3,4
5.6,217,2,3,4
5,10,2,3,4
6.8,13,2,3,4
6.3,31,2,3,4
7.3,37,3,4,5
7,137,3,4,5
7.2,236,3,4,5
6.9,10,3,4,5
6.8,220,3,4,5
6.6,27,3,4,5
6.6,19,3,4,5
7.3,14.27,3,4,5
6.5,21,3,4,5
6.7,110,3,4,5
6.6,13.23,3,4,5
6.9,15,3,4,5
7,80,3,4,5
6.7,10,3,4,5
6.5,10,3,4,5
7.5,57.8,3,4,5
6.6,10,3,4,5
6.9,35,3,4,5
6.5,38,3,4,5
7,60.21,3,4,5
7.1,133,3,4,5
7.1,21.43,3,4,5
7.5,19,3,4,5
6.5,17,3,4,5
6.6,13,3,4,5
6.5,110.57,3,4,5
6.8,10,3,4,5
6.6,22,3,4,5
6.5,119,3,4,5
6.8,169,3,4,5
6.7,152,3,4,5
6.5,12.26,3,4,5
7.2,16.37,3,4,5
6.7,27.59,3,4,5
6.9,21,3,4,5
7.6,606.21,3,4,5
6.7,10,3,4,5
6.5,6.43,3,4,5
6.6,22,3,4,5
6.7,12,3,4,5
6.8,10,3,4,5
6.5,10,3,4,5
6.5,11,3,4,5
6.7,23,3,4,5
6.6,23,3,4,5
6.8,39,3,4,5
6.5,35,3,4,5
6.7,130,3,4,5
6.7,18,3,4,5
6.9,8,3,4,5
6.7,26.59,3,4,5
6.5,10,3,4,5
6.9,20,3,4,5
6.5,10,3,4,5
6.6,106,3,4,5
6.6,135,3,4,5
6.9,28.42,3,4,5
6.8,16.441,3,4,5
6.5,119,3,4,5
6.5,122,3,4,5
6.9,9.97,3,4,5
6.6,9.45,3,4,5
6.5,112,3,4,5
6.7,12,3,4,5
8.3,598.1,3,4,5
6.6,31,3,4,5
6.9,145,3,4,5
7.1,10,3,4,5
7.1,155,3,4,5
7.3,31,3,4,5
6.5,20,3,4,5
6.6,13,3,4,5
7.6,28,3,4,5
7.3,28,3,4,5
6.6,91.1,3,4,5
6.6,134.7,3,4,5
6.8,198,3,4,5
7.1,23,3,4,5
6.7,30,3,4,5
7,185.1,3,4,5
6.5,35,3,4,5
6.8,11,3,4,5
6.6,25.7,3,4,5
7.3,32,3,4,5
7,9,3,4,5
7.3,16,3,4,5
6.7,13,3,4,5
7,26,3,4,5
7.1,206.7,3,4,5
7.5,35,3,4,5
6.9,21,3,4,5
6.5,32,3,4,5
7.4,35,3,4,5
6.8,35,3,4,5
6.6,53,3,4,5
6.7,64,3,4,5
7.6,31,3,4,5
7,22,3,4,5
6.9,25.5,3,4,5
6.6,17,3,4,5
6.9,27,3,4,5
6.9,24,3,4,5
6.5,28,3,4,5
6.8,21,3,4,5
6.8,40,3,4,5
6.7,30,3,4,5
6.5,28.9,3,4,5
7.2,35,3,4,5
7.5,280,3,4,5
6.9,25,3,4,5
7.5,22,3,4,5
8.1,10,3,4,5
6.8,150,3,4,5
7.7,20,3,4,5
6.8,12,3,4,5
6.5,14,3,4,5
6.5,224.6,3,4,5
6.5,29,3,4,5
7.2,16,3,4,5
6.6,27,3,4,5
6.7,34,3,4,5
7.1,201.7,3,4,5
6.5,39.7,3,4,5
6.6,16.1,3,4,5
8.1,10,3,4,5
7.1,10,3,4,5
6.5,105,3,4,5
7.4,10,3,4,5
7.2,14,3,4,5
6.9,188.6,3,4,5
6.7,65.8,3,4,5
6.6,113.7,3,4,5
7,10,3,4,5
6.5,25,3,4,5
6.9,174.8,3,4,5
6.7,71.9,3,4,5
6.7,33,3,4,5
6.5,125.1,3,4,5
7.4,225.6,3,4,5
6.8,14,3,4,5
6.5,123.8,3,4,5
6.8,33,3,4,5
7.9,25,3,4,5
8,10,3,4,5
8.2,600,3,4,5
5.4,53,3,4,5
6.8,58,3,4,5
6,38,3,4,5
5,9,3,4,5
6.4,17,3,4,5
7,48,3,4,5
6.1,6,3,4,5
6.7,20,4,5,6
6.6,30,4,5,6
6.7,28,4,5,6
6.5,110,4,5,6
6.6,33,4,5,6
6.8,20,4,5,6
6.6,21,4,5,6
6.9,51.6,4,5,6
7.5,47.23,4,5,6
8.2,46.66,4,5,6
6.7,10,4,5,6
6.9,43,4,5,6
7.3,10,4,5,6
6.5,16,4,5,6
6.8,112,4,5,6
6.6,107,4,5,6
6.8,96,4,5,6
6.5,10,4,5,6
7,143,4,5,6
7.7,14.86,4,5,6
7.1,33,4,5,6
6.7,11,4,5,6
6.9,49,4,5,6
6.8,25,4,5,6
7.3,212,4,5,6
7.3,46,4,5,6
6.6,57.92,4,5,6
7.1,146,4,5,6
6.8,15.46,4,5,6
6.7,66,4,5,6
7.5,10,4,5,6
7,39,4,5,6
6.5,68,4,5,6
7.3,146.82,4,5,6
6.5,33.93,4,5,6
6.9,35,4,5,6
6.7,40,4,5,6
6.8,22.86,4,5,6
7,10,4,5,6
6.8,38.12,4,5,6
6.9,93,4,5,6
6.9,26,4,5,6
6.5,36,4,5,6
6.9,19.73,4,5,6
6.9,9,4,5,6
6.8,42,4,5,6
7,19,4,5,6
6.8,82,4,5,6
7.7,196,4,5,6
6.6,50,4,5,6
7.2,78,4,5,6
6.9,136,4,5,6
6.7,24,4,5,6
6.9,26,4,5,6
6.7,46,4,5,6
6.5,13,4,5,6
6.6,85,4,5,6
6.8,12.59,4,5,6
6.9,10,4,5,6
6.9,12,4,5,6
7.1,135,4,5,6
7,11,4,5,6
6.8,72.6,4,5,6
6.8,35,4,5,6
7.1,10,4,5,6
6.8,44,4,5,6
6.7,31,4,5,6
7,552.06,4,5,6
6.7,223,4,5,6
6.6,20,4,5,6
7.1,45,4,5,6
6.6,53.19,4,5,6
7.1,434,4,5,6
7.3,40,4,5,6
6.8,101,4,5,6
6.9,615.42,4,5,6
6.5,10,4,5,6
7.5,43.37,4,5,6
6.6,29,4,5,6
6.6,10,4,5,6
7.4,39,4,5,6
6.5,20,4,5,6
6.8,35,4,5,6
6.6,40,4,5,6
6.5,20,4,5,6
7,29,4,5,6
7.3,11,4,5,6
6.6,56,4,5,6
6.5,30,4,5,6
7.4,173.7,4,5,6
6.5,10,4,5,6
6.5,28,4,5,6
6.5,29,4,5,6
6.9,41,4,5,6
6.6,18,4,5,6
7.1,21,4,5,6
6.7,11,4,5,6
7,8.8,4,5,6
7.5,8.7,4,5,6
6.8,13.7,4,5,6
6.5,17,4,5,6
7.3,170,4,5,6
6.5,41,4,5,6
6.5,20,4,5,6
8.2,25.1,4,5,6
6.6,118,4,5,6
7.1,135,4,5,6
6.5,37,4,5,6
6.7,91,4,5,6
7,147,4,5,6
7.1,28,4,5,6
7.2,32,4,5,6
6.6,10,4,5,6
6.7,33,4,5,6
6.8,79,4,5,6
6.6,166.2,4,5,6
6.7,21,4,5,6
6.6,33,4,5,6
7,44,4,5,6
6.7,35,4,5,6
7.2,31,4,5,6
7.2,38,4,5,6
6.6,34,4,5,6
6.7,18,4,5,6
6.8,26,4,5,6
7,25,4,5,6
6.8,15.4,4,5,6
6.6,18,4,5,6
6.8,34,4,5,6
6.9,130,4,5,6
7.8,35,4,5,6
8.1,18,4,5,6
6.7,20,4,5,6
7.5,24,4,5,6
6.7,24,4,5,6
6.7,27.4,4,5,6
6.8,25,4,5,6
6.6,96,4,5,6
6.9,110,4,5,6
7.3,33,4,5,6
6.7,25,4,5,6
6.6,25,4,5,6
6.5,22,4,5,6
6.9,29,4,5,6
6.5,83,4,5,6
6.6,20,4,5,6
6.6,16,4,5,6
6.8,53,4,5,6
6.8,122.9,4,5,6
8.4,34,4,5,6
6.8,15,4,5,6
6.5,15,4,5,6
6.7,23,4,5,6
7.1,34,4,5,6
6.7,12,4,5,6
6.6,11,4,5,6
6.7,23,4,5,6
6.7,32,4,5,6
6.8,38,4,5,6
6.5,43,4,5,6
6.5,34,4,5,6
6.7,66,4,5,6
6.6,14,4,5,6
6.5,21,4,5,6
6.8,147,4,5,6
6.6,25,4,5,6
6.7,21,4,5,6
6.5,30,4,5,6
6.7,19,4,5,6
6.8,36,4,5,6
7.2,39.2,4,5,6
6.8,10,4,5,6
6.7,10,4,5,6
6.7,94,4,5,6
7,35,4,5,6
6.8,36,4,5,6
6.7,17.4,4,5,6
6.5,33,4,5,6
6.6,35,4,5,6
6.5,35,4,5,6
6.7,32,4,5,6
7.6,10,4,5,6
6.5,33,4,5,6
6.6,33,4,5,6
7,31,4,5,6
6.5,24,4,5,6
7.3,33,4,5,6
6.7,34,4,5,6
6.5,21,4,5,6
6.8,24.9,4,5,6
7.1,32.8,4,5,6
6.6,39,4,5,6
6.6,10,4,5,6
7.2,21,4,5,6
7.5,33,4,5,6
7,37,4,5,6
6.5,33,4,5,6
6.6,131.8,4,5,6
6.7,24,4,5,6
6.7,17,4,5,6
6.5,33,4,5,6
7.4,36,4,5,6
6.9,28,4,5,6
7.9,44,4,5,6
8.6,15,4,5,6
7.6,15,4,5,6
8.7,30.3,4,5,6
7.9,33,4,5,6
8.3,25,4,5,6
7.9,33,4,5,6
7.7,25,4,5,6
7.6,88.8,4,5,6
7.9,10,4,5,6
8.1,10,4,5,6
8.3,10,4,5,6
8.3,598.1,4,5,6
6.7,5,4,5,6
6.8,19,4,5,6
6.1,9,4,5,6
6.6,10,4,5,6
5.6,13,4,5,6
4.7,10,4,5,6
6.8,12,4,5,6
7,14,5,6,7
6.8,20,5,6,7
6.5,10,5,6,7
6.7,24,5,6,7
6.6,24,5,6,7
7.3,165.49,5,6,7
6.9,93,5,6,7
8.1,22.79,5,6,7
7.1,55.14,5,6,7
8.2,35,5,6,7
6.5,10,5,6,7
7,43,5,6,7
7.4,43,5,6,7
7,21,5,6,7
7.6,28.37,5,6,7
6.8,21,5,6,7
7.8,28,5,6,7
7,73,5,6,7
7.4,10,5,6,7
6.8,18,5,6,7
6.5,10,5,6,7
6.6,15,5,6,7
6.5,12.26,5,6,7
7.2,18.98,5,6,7
7.6,10,5,6,7
7.5,145,5,6,7
7.3,16.56,5,6,7
6.8,14,5,6,7
6.5,9,5,6,7
6.9,21,5,6,7
6.7,20.49,5,6,7
7.2,22,5,6,7
7.1,39,5,6,7
6.5,90,5,6,7
8.2,47.39,5,6,7
6.5,9,5,6,7
6.6,7,5,6,7
7.7,10,5,6,7
6.6,12,5,6,7
6.9,28,5,6,7
6.6,17,5,6,7
6.5,15,5,6,7
7.9,135,5,6,7
7.9,94.54,5,6,7
6.6,17,5,6,7
6.5,9,5,6,7
6.5,10,5,6,7
6.9,29.95,5,6,7
6.7,16,5,6,7
7,24,5,6,7
7.2,177,5,6,7
7.1,125.6,5,6,7
6.7,55,5,6,7
7.2,22,5,6,7
6.5,11,5,6,7
6.8,46,5,6,7
6.5,20,5,6,7
7.5,231,5,6,7
6.6,18,5,6,7
6.6,35,5,6,7
6.7,23,5,6,7
6.5,27,5,6,7
7,28.41,5,6,7
7,48,5,6,7
6.9,29,5,6,7
7.3,15,5,6,7
6.7,22.91,5,6,7
6.6,10,5,6,7
7.5,41,5,6,7
6.9,53,5,6,7
6.9,6.43,5,6,7
7.2,24,5,6,7
7.6,22.56,5,6,7
7.1,60.53,5,6,7
6.5,24.07,5,6,7
6.7,20,5,6,7
6.6,27,5,6,7
6.8,12,5,6,7
7.1,40,5,6,7
6.5,8.2,5,6,7
6.5,17,5,6,7
6.6,10,5,6,7
7.2,110,5,6,7
6.6,13,5,6,7
7,66,5,6,7
6.6,11,5,6,7
6.8,12,5,6,7
8,24,5,6,7
6.9,107,5,6,7
6.8,45,5,6,7
7.4,24,5,6,7
7.8,14,5,6,7
7.6,35,5,6,7
6.7,16,5,6,7
6.7,29,5,6,7
7,13,5,6,7
8.6,20,5,6,7
7.1,40.7,5,6,7
6.7,12,5,6,7
6.7,11,5,6,7
6.6,15,5,6,7
6.5,59,5,6,7
6.9,24,5,6,7
7.6,17,5,6,7
6.6,11,5,6,7
7.9,42.6,5,6,7
6.9,26,5,6,7
7.2,68,5,6,7
7.2,24,5,6,7
6.7,12,5,6,7
7.8,20.1,5,6,7
7.3,25,5,6,7
7.3,35,5,6,7
6.9,28,5,6,7
6.6,22,5,6,7
6.6,10.5,5,6,7
7,18,5,6,7
7.8,31,5,6,7
7,18,5,6,7
6.9,11,5,6,7
6.6,18,5,6,7
6.5,28.737,5,6,7
7.1,10,5,6,7
6.6,10,5,6,7
6.5,27,5,6,7
7.4,31.1,5,6,7
7.7,45,5,6,7
6.6,9,5,6,7
7,46,5,6,7
6.9,10,5,6,7
7.2,20,5,6,7
7.4,23,5,6,7
7.7,17,5,6,7
7.4,30,5,6,7
6.7,12,5,6,7
6.8,108,5,6,7
7.2,10,5,6,7
7.2,25,5,6,7
7.4,26,5,6,7
6.7,45,5,6,7
7.4,156,5,6,7
6.5,18,5,6,7
6.5,20,5,6,7
6.8,26,5,6,7
7.7,40,5,6,7
6.8,18,5,6,7
7,22,5,6,7
7.9,35,5,6,7
7.2,120,5,6,7
6.9,10,5,6,7
6.6,10,5,6,7
6.9,10,5,6,7
7.1,10,5,6,7
8.3,10,5,6,7
6.6,19,5,6,7
8,55,5,6,7
6.5,12,5,6,7
6.7,12,5,6,7
6.7,30.1,5,6,7
6.8,22,5,6,7
7.5,115,5,6,7
7.6,90,5,6,7
7.2,36,5,6,7
7.8,115.6,5,6,7
6.9,30,5,6,7
6.6,10,5,6,7
6.5,10,5,6,7
6.8,35,5,6,7
7,39,5,6,7
7.1,10,5,6,7
7.5,10,5,6,7
6.5,5,5,6,7
6.5,13.4,5,6,7
6.6,21,5,6,7
6.7,25.7,5,6,7
7.3,10,5,6,7
7,16.6,5,6,7
6.8,10,5,6,7
6.7,10,5,6,7
7.3,16,5,6,7
7.4,33,5,6,7
6.6,10,5,6,7
7.2,28,5,6,7
6.8,33,5,6,7
7,68,5,6,7
6.5,33,5,6,7
6.8,40.2,5,6,7
7.6,24,5,6,7
7.4,30,5,6,7
6.6,4.2,5,6,7
6.7,10,5,6,7
7.6,10,5,6,7
7.6,13,5,6,7
6.5,10,5,6,7
6.6,54,5,6,7
7.1,85.7,5,6,7
6.7,62,5,6,7
7.5,31,5,6,7
6.5,5,5,6,7
6.8,16,5,6,7
7,33,5,6,7
7.6,33,5,6,7
6.6,62,5,6,7
6.8,50,5,6,7
6.8,51.798,5,6,7
7.1,35,5,6,7
6.9,36.4,5,6,7
7.1,103,5,6,7
7.5,33,5,6,7
6.4,15,5,6,7
6.7,15,5,6,7
6.7,15,5,6,7
5.3,33,5,6,7
6.6,33,5,6,7
6.1,8,5,6,7
7.6,90,5,6,7
8.6,60,5,6,7
8.1,150,5,6,7
8,35,5,6,7
7.8,30,5,6,7
8,60,5,6,7
8,33,5,6,7
7.3,73,5,6,7
7.6,18.1,5,6,7
8,19,5,6,7
8,30.5,5,6,7
8,13,5,6,7
8.1,18,5,6,7
8.6,20,5,6,7
7.9,94.5,5,6,7
7.8,28,5,6,7
8.2,32.2,5,6,7
4.7,33,5,6,7
5.5,5,5,6,7
6.6,39,5,6,7
6.1,7,5,6,7
6,6,5,6,7
6.1,15,5,6,7
5.1,33,5,6,7
5.6,10,5,6,7
7.5,231,5,6,7
7.8,30,5,6,7
7.8,40,5,6,7
7.6,26.943,6,7,8
7.6,116,6,7,8
6.6,12,6,7,8
7,33.729,6,7,8
7.3,41,6,7,8
6.6,13,6,7,8
7.5,126,6,7,8
7,20,6,7,8
7.2,10,6,7,8
8.1,28.93,6,7,8
7.1,43.98,6,7,8
6.7,10,6,7,8
6.6,10,6,7,8
7.4,20,6,7,8
6.5,2.7,6,7,8
6.5,12.06,6,7,8
8,122.57,6,7,8
6.7,63,6,7,8
7.1,46.7,6,7,8
7.5,20,6,7,8
6.9,34,6,7,8
6.9,5.81,6,7,8
7.5,25.21,6,7,8
6.5,19.36,6,7,8
7.1,48,6,7,8
6.5,9,6,7,8
6.5,29,6,7,8
7.6,38,6,7,8
7.8,40,6,7,8
6.5,13,6,7,8
6.6,8,6,7,8
8.3,22.44,6,7,8
7.5,55,6,7,8
7.9,109,6,7,8
8.2,25,6,7,8
6.9,10,6,7,8
7.7,10,6,7,8
7.1,19.04,6,7,8
7.7,15,6,7,8
6.6,14,6,7,8
7.7,80,6,7,8
7.4,20,6,7,8
6.9,50,6,7,8
7.1,42,6,7,8
9.1,29,6,7,8
7,12,6,7,8
8.8,22.9,6,7,8
7.6,81,6,7,8
7.8,12,6,7,8
7.3,19,6,7,8
6.9,7.8,6,7,8
7.8,40.5,6,7,8
8,39,6,7,8
6.6,12,6,7,8
8.1,24,6,7,8
6.7,8,6,7,8
6.6,11,6,7,8
7.6,22,6,7,8
8.6,30,6,7,8
9.1,30,6,7,8
7.2,15,6,7,8
6.6,16,6,7,8
6.5,10,6,7,8
6.7,11,6,7,8
6.5,10,6,7,8
8.4,33,6,7,8
6.6,10,6,7,8
7.7,60,6,7,8
5.8,35,6,7,8
6.5,85,6,7,8
7.4,35,6,7,8
6.4,15,6,7,8
6.6,25,6,7,8
6.4,20,6,7,8
7.9,45,6,7,8
6.9,10,6,7,8
6.6,33,6,7,8
6.2,10,6,7,8
6.3,2,6,7,8
7.8,27.7,6,7,8
6.3,10,6,6,8
6.4,9,6,7,8
7.8,20.6,6,7,8
6.4,10,6,7,8
7,21,6,7,8
6,10,6,7,8
7.8,15,6,7,8
8.2,45,6,7,8
8,35,6,7,8
8,30,6,7,8
8,10,6,7,8
8.6,25,6,7,8
7.9,55,6,7,8
8.3,26,6,7,8
8.2,30,6,7,8
7.8,43.3,6,7,8
7.9,49,6,7,8
8,33,6,7,8
7.7,44,6,7,8
7.8,23.5,6,7,8
8.2,11.5,6,7,8
7.7,23.5,6,7,8
8.4,33,6,7,8
8.4,34,6,7,8
8.2,25,6,7,8
8,122.6,6,7,8
7.6,61.4,6,7,8
7.6,25.5,6,7,8
5.6,11,6,7,8
5.8,9,6,7,8
5.7,6,6,7,8
5.2,21,6,7,8
5.7,10,6,7,8
5.7,5,6,7,8
7.8,28,6,7,8
5.8,16,6,7,8
8.7,30,6,7,8
6.9,10,7,8,9
7.3,10,7,8,9
6.7,10,7,8,9
7.1,8,7,8,9
6.6,35,7,8,9
7.3,19,7,8,9
7.8,15.11,7,8,9
7.8,20.59,7,8,9
7,10,7,8,9
7.8,8.22,7,8,9
7.7,22.4,7,8,9
7.1,18,7,8,9
6.9,8,7,8,9
6.9,17,7,8,9
7.2,9.987,7,8,9
7,13,7,8,9
7.9,19,7,8,9
6.7,38.182,7,8,9
8,60.5,7,8,9
7,11,7,8,9
7.6,26,7,8,9
6.6,10,7,8,9
6.5,8.382,7,8,9
8.16,27,7,8,9
6.8,12,7,8,9
7.9,4.2,7,8,9
7.8,10,7,8,9
7.7,16,7,8,9
7,10,7,8,9
7,15,7,8,9
7.8,15,7,8,9
7.5,18,7,8,9
7.3,10,7,8,9
7,10,7,8,9
7.4,70,7,8,9
6.8,20,7,8,9
6.6,10,7,8,9
7.1,14,7,8,9
6.7,26,7,8,9
7.5,85.3,7,8,9
7.4,33,7,8,9
8.2,33,7,8,9
6.6,15,7,8,9
8,20,7,8,9
5.7,10,7,8,9
7.1,10,7,8,9
6.8,11.6,7,8,9
6.8,12.1,7,7,9
6.6,10,7,8,9
9.1,30,7,8,9
6.4,10,7,8,9
8,39,7,8,9
9.1,29,7,8,9
7.7,15,7,8,9
6.2,10,7,8,9
7.3,19,7,8,9
7.2,10,7,8,9
7.1,33,7,8,9
8.2,35,7,8,9
7.6,20,7,8,9
7.7,20,7,8,9
8.3,35,7,8,9
8.5,35,7,8,9
8.1,38,7,8,9
8.1,37,7,8,9
8.1,13,7,8,9
8.2,24,7,8,9
8,27.9,7,8,9
7.8,24.4,7,8,9
7.7,10,7,8,9
7.8,59.3,7,8,9
8.3,3,7,8,9
7.7,15.5,7,8,9
7.9,4.2,7,8,9
8.3,23.5,7,8,9
9.3,10,7,8,9
8.6,21,7,8,9
8.8,22.9,7,8,9
9.1,29,7,8,9
8.3,22.4,7,8,9
8.2,47.4,7,8,9
7.3,8,7,8,9
6.3,12,7,8,9
6.7,15,7,8,9
5.2,9,7,8,9
6.5,33,7,8,9
6.4,5,7,8,9
7.7,9,7,8,9
7.7,133,8,9,10
8.1,15,8,9,10
7.3,15,8,9,10
7.3,5,8,9,10
5.8,15,8,9,10
6.1,15,8,9,10
7.1,10,8,9,10
7.6,11,8,9,10
7.3,10,8,9,10
6.8,5,8,9,10
7.4,18.5,8,9,10
6.6,10,8,9,10
7.3,10,8,9,10
7.6,17,8,9,10
7.7,16,8,9,10
7,13,8,9,10
7.8,8.2,8,9,10
7.5,20,8,9,10
8.1,15,8,9,10
7.8,15,8,9,10
7.4,30,8,9,10
7.7,17.8,8,9,10
7.6,25,8,9,10
7.3,16,8,9,10
7.5,20,8,9,10
7.9,100,8,9,10
8.4,25,8,9,10
6.2,13,8,9,10
5.5,70,8,9,10
5.7,8,8,9,10
7.6,60,8,9,10
7.6,15,8,9,10
7.1,18,8,9,10
7.7,20,9,10,11
8.6,15,9,10,11
9,21.6,9,10,11
6.7,15,9,10,11
9.2,25,9,10,11
7.6,12.2,9,10,11
6.9,21.9,9,10,11
7.6,15,9,10,11
8,19,9,10,11
8.6,15,9,10,11
9,21.6,9,10,11
9.2,25,9,10,11
7.9,19,9,10,11
8.4,40,9,10,11
8,35,9,10,11
7.8,18,10,11,12
9.5,25,10,11,12
7.8,17.9,10,11,12
7.8,20,106,11,12
